State Name,County Name,County FIPS,Year,Month,CropIndemnityPayment,CropIndemnityPayment(ADJ),CropIndemnityPaymentPerCapita,Records
OHIO,Allen,'39003',2012,4,4658.00000,4352.53000,0.04134,3
OHIO,Allen,'39003',2012,5,44797.00000,41859.17000,0.39759,2
OHIO,Allen,'39003',2012,6,11730.00000,10960.74000,0.10411,2
OHIO,Allen,'39003',2012,7,3814.00000,3563.87000,0.03385,1
OHIO,Allen,'39003',2012,10,52830.00000,49365.36000,0.46888,6
OHIO,Allen,'39003',2012,11,13256.00000,12386.66000,0.11765,1
OHIO,Allen,'39003',2012,12,4769.00000,4456.24000,0.04233,2
OHIO,Allen,'39003',2013,3,1310.00000,1206.42000,0.01147,1
OHIO,Allen,'39003',2013,4,4892.00000,4505.19000,0.04282,1
OHIO,Allen,'39003',2013,5,19167.00000,17651.46000,0.16777,2
OHIO,Allen,'39003',2013,6,16626.02000,15311.39000,0.14553,3
OHIO,Allen,'39003',2013,7,47168.00000,43438.41000,0.41286,3
OHIO,Allen,'39003',2013,10,90274.00000,83136.00000,0.79016,6
OHIO,Allen,'39003',2013,11,24050.00000,22148.36000,0.21051,2
OHIO,Allen,'39003',2013,12,5073.00000,4671.88000,0.04440,1
OHIO,Allen,'39003',2014,5,193128.70000,175018.80000,1.66621,11
OHIO,Allen,'39003',2014,6,275539.90000,249702.22000,2.37721,8
OHIO,Allen,'39003',2014,7,2158.00000,1955.64000,0.01862,2
OHIO,Allen,'39003',2014,10,7621.00000,6906.37000,0.06575,1
OHIO,Allen,'39003',2014,12,12638.00000,11452.92000,0.10903,1
OHIO,Allen,'39003',2015,3,10275.00000,9300.46000,0.08906,1
OHIO,Allen,'39003',2015,4,10070.00000,9114.90000,0.08729,2
OHIO,Allen,'39003',2015,5,368948.88000,333955.72000,3.19804,8
OHIO,Allen,'39003',2015,6,3280651.86000,2969496.74000,28.43665,18
OHIO,Allen,'39003',2015,7,1688799.82000,1528624.71000,14.63849,12
OHIO,Allen,'39003',2015,8,738562.00000,668512.70000,6.40185,3
OHIO,Allen,'39003',2015,9,296431.00000,268315.85000,2.56946,2
OHIO,Allen,'39003',2015,10,253985.00000,229895.67000,2.20154,3
OHIO,Allen,'39003',2015,11,118345.00000,107120.51000,1.02581,2
OHIO,Allen,'39003',2016,3,875.16000,768.31000,0.00741,1
OHIO,Allen,'39003',2016,4,1401.00000,1229.95000,0.01186,2
OHIO,Allen,'39003',2016,5,7024.00000,6166.42000,0.05944,2
OHIO,Allen,'39003',2016,6,15463.00000,13575.08000,0.13085,2
OHIO,Allen,'39003',2016,7,701.00000,615.41000,0.00593,1
OHIO,Allen,'39003',2016,8,3250.00000,2853.20000,0.02750,1
OHIO,Allen,'39003',2016,11,9593.00000,8421.76000,0.08118,2
OHIO,Ashland,'39005',2010,5,51875.84000,51038.67000,0.95705,10
OHIO,Ashland,'39005',2010,6,78263.23000,77000.21000,1.44387,10
OHIO,Ashland,'39005',2010,7,6308.00000,6206.20000,0.11638,1
OHIO,Ashland,'39005',2010,10,83177.00000,81834.68000,1.53452,7
OHIO,Ashland,'39005',2011,2,464.00000,442.54000,0.00830,1
OHIO,Ashland,'39005',2011,4,93311.00000,88995.96000,1.67009,6
OHIO,Ashland,'39005',2011,5,592953.00000,565532.69000,10.61276,10
OHIO,Ashland,'39005',2011,6,519595.20000,495567.22000,9.29979,13
OHIO,Ashland,'39005',2011,7,7800.00000,7439.30000,0.13961,3
OHIO,Ashland,'39005',2011,8,1229.00000,1172.17000,0.02200,1
OHIO,Ashland,'39005',2011,9,4823.00000,4599.96000,0.08632,2
OHIO,Ashland,'39005',2012,1,5805.00000,5424.30000,0.10188,1
OHIO,Ashland,'39005',2012,2,413.00000,385.92000,0.00725,1
OHIO,Ashland,'39005',2012,3,6270.62000,5859.39000,0.11006,2
OHIO,Ashland,'39005',2012,4,91.00000,85.03000,0.00160,1
OHIO,Ashland,'39005',2012,5,131774.00000,123132.13000,2.31277,7
OHIO,Ashland,'39005',2012,6,4714.00000,4404.85000,0.08274,1
OHIO,Ashland,'39005',2012,9,33201.00000,31023.65000,0.58271,2
OHIO,Ashland,'39005',2012,10,116307.00000,108679.48000,2.04131,5
OHIO,Ashland,'39005',2013,3,3030.00000,2790.42000,0.05253,2
OHIO,Ashland,'39005',2013,4,27129.60000,24984.45000,0.47037,3
OHIO,Ashland,'39005',2013,5,22705.60000,20910.26000,0.39366,3
OHIO,Ashland,'39005',2013,6,147280.76000,135635.21000,2.55352,9
OHIO,Ashland,'39005',2013,7,241106.34000,222041.97000,4.18024,7
OHIO,Ashland,'39005',2013,8,19458.00000,17919.45000,0.33736,1
OHIO,Ashland,'39005',2013,10,28554.00000,26296.23000,0.49506,4
OHIO,Ashland,'39005',2013,11,1370.00000,1261.67000,0.02375,1
OHIO,Ashland,'39005',2013,12,46116.50000,42470.05000,0.79956,1
OHIO,Ashland,'39005',2014,2,8266.00000,7490.89000,0.14124,1
OHIO,Ashland,'39005',2014,3,6882.00000,6236.67000,0.11760,2
OHIO,Ashland,'39005',2014,4,36867.00000,33409.94000,0.62996,6
OHIO,Ashland,'39005',2014,5,127218.70000,115289.26000,2.17383,11
OHIO,Ashland,'39005',2014,6,1404159.05000,1272489.46000,23.99339,13
OHIO,Ashland,'39005',2014,7,109014.10000,98791.72000,1.86276,7
OHIO,Ashland,'39005',2014,8,47017.60000,42608.70000,0.80341,5
OHIO,Ashland,'39005',2014,10,45690.50000,41406.06000,0.78073,4
OHIO,Ashland,'39005',2014,11,5413.50000,4905.88000,0.09250,3
OHIO,Ashland,'39005',2014,12,11155.00000,10108.98000,0.19061,2
OHIO,Ashland,'39005',2015,5,10358.95000,9376.46000,0.17621,5
OHIO,Ashland,'39005',2015,6,564366.22000,510838.62000,9.59988,10
OHIO,Ashland,'39005',2015,7,3824.00000,3461.31000,0.06505,3
OHIO,Ashland,'39005',2015,9,430.00000,389.22000,0.00731,1
OHIO,Ashland,'39005',2015,10,6191.00000,5603.82000,0.10531,2
OHIO,Ashland,'39005',2015,12,1879.00000,1700.79000,0.03196,1
OHIO,Ashland,'39005',2016,3,10584.00000,9291.77000,0.17319,1
OHIO,Ashland,'39005',2016,5,51155.00000,44909.34000,0.83705,3
OHIO,Ashland,'39005',2016,6,21966.00000,19284.11000,0.35943,4
OHIO,Ashland,'39005',2016,7,6695.00000,5877.58000,0.10955,2
OHIO,Ashland,'39005',2016,12,553.00000,485.48000,0.00905,1
OHIO,Ashtabula,'39007',2010,1,7584.00000,7461.61000,0.07358,1
OHIO,Ashtabula,'39007',2010,5,561358.30000,552299.08000,5.44625,21
OHIO,Ashtabula,'39007',2010,6,156313.00000,153790.42000,1.51654,11
OHIO,Ashtabula,'39007',2010,7,5315.00000,5229.23000,0.05157,1
OHIO,Ashtabula,'39007',2010,10,290433.00000,285745.98000,2.81776,10
OHIO,Ashtabula,'39007',2011,4,173851.50000,165811.98000,1.64006,4
OHIO,Ashtabula,'39007',2011,5,1442089.00000,1375401.53000,13.60423,20
OHIO,Ashtabula,'39007',2011,6,306344.15000,292177.67000,2.88996,15
OHIO,Ashtabula,'39007',2011,7,51225.80000,48856.93000,0.48325,4
OHIO,Ashtabula,'39007',2011,8,695.40000,663.24000,0.00656,1
OHIO,Ashtabula,'39007',2011,9,37053.50000,35340.01000,0.34955,4
OHIO,Ashtabula,'39007',2011,10,88104.00000,84029.74000,0.83115,3
OHIO,Ashtabula,'39007',2011,11,80394.00000,76676.29000,0.75841,2
OHIO,Ashtabula,'39007',2012,3,-1901.00000,-1776.33000,-0.01772,1
OHIO,Ashtabula,'39007',2012,5,14455.20000,13507.21000,0.13472,2
OHIO,Ashtabula,'39007',2012,6,3871.00000,3617.13000,0.03608,2
OHIO,Ashtabula,'39007',2012,9,277913.00000,259687.19000,2.59003,5
OHIO,Ashtabula,'39007',2012,10,252936.00000,236348.20000,2.35726,9
OHIO,Ashtabula,'39007',2012,11,15844.00000,14804.93000,0.14766,2
OHIO,Ashtabula,'39007',2013,3,34063.00000,31369.62000,0.31439,2
OHIO,Ashtabula,'39007',2013,5,491095.50000,452264.38000,4.53266,9
OHIO,Ashtabula,'39007',2013,6,1161665.60000,1069812.25000,10.72182,19
OHIO,Ashtabula,'39007',2013,7,251420.50000,231540.59000,2.32053,11
OHIO,Ashtabula,'39007',2013,8,176386.00000,162439.09000,1.62799,2
OHIO,Ashtabula,'39007',2013,9,195299.00000,179856.63000,1.80255,2
OHIO,Ashtabula,'39007',2013,10,360996.00000,332451.91000,3.33188,8
OHIO,Ashtabula,'39007',2013,11,78075.00000,71901.57000,0.72061,4
OHIO,Ashtabula,'39007',2013,12,9136.50000,8414.07000,0.08433,1
OHIO,Ashtabula,'39007',2014,3,90277.00000,81811.62000,0.82492,4
OHIO,Ashtabula,'39007',2014,4,24263.00000,21987.83000,0.22171,2
OHIO,Ashtabula,'39007',2014,5,99618.78000,90277.42000,0.91028,8
OHIO,Ashtabula,'39007',2014,6,418429.81000,379193.18000,3.82348,13
OHIO,Ashtabula,'39007',2014,7,150512.00000,136398.32000,1.37533,9
OHIO,Ashtabula,'39007',2014,8,4491.00000,4069.87000,0.04104,4
OHIO,Ashtabula,'39007',2014,9,53355.00000,48351.84000,0.48754,2
OHIO,Ashtabula,'39007',2014,10,204226.50000,185075.95000,1.86616,8
OHIO,Ashtabula,'39007',2014,11,84268.70000,76366.73000,0.77002,6
OHIO,Ashtabula,'39007',2014,12,4628.50000,4194.48000,0.04229,2
OHIO,Ashtabula,'39007',2015,4,40673.80000,36816.07000,0.37327,3
OHIO,Ashtabula,'39007',2015,5,837717.10000,758263.38000,7.68780,11
OHIO,Ashtabula,'39007',2015,6,1564836.18000,1416418.48000,14.36064,16
OHIO,Ashtabula,'39007',2015,7,10448.00000,9457.06000,0.09588,3
OHIO,Ashtabula,'39007',2015,8,301100.00000,272542.01000,2.76322,1
OHIO,Ashtabula,'39007',2015,9,19590.50000,17732.43000,0.17978,4
OHIO,Ashtabula,'39007',2015,10,221559.00000,200545.12000,2.03327,5
OHIO,Ashtabula,'39007',2015,11,11085.00000,10033.64000,0.10173,1
OHIO,Ashtabula,'39007',2016,3,431.40000,378.73000,0.00386,1
OHIO,Ashtabula,'39007',2016,5,3324.50000,2918.60000,0.02971,1
OHIO,Athens,'39009',2010,5,2275.00000,2238.28000,0.03432,3
OHIO,Athens,'39009',2010,6,4902.00000,4822.89000,0.07395,1
OHIO,Athens,'39009',2010,10,872.00000,857.93000,0.01315,1
OHIO,Athens,'39009',2011,4,24032.00000,22920.67000,0.35199,2
OHIO,Athens,'39009',2011,5,36685.00000,34988.55000,0.53732,1
OHIO,Athens,'39009',2011,7,9044.00000,8625.77000,0.13247,1
OHIO,Athens,'39009',2012,11,24291.00000,22697.97000,0.35116,1
OHIO,Athens,'39009',2013,6,3422.00000,3151.42000,0.04885,1
OHIO,Athens,'39009',2013,7,44499.00000,40980.45000,0.63521,4
OHIO,Athens,'39009',2013,9,-545.00000,-501.91000,-0.00778,2
OHIO,Athens,'39009',2014,5,1548.25000,1403.07000,0.02168,1
OHIO,Athens,'39009',2014,6,5732.00000,5194.50000,0.08027,2
OHIO,Athens,'39009',2014,10,33401.00000,30268.95000,0.46774,1
OHIO,Athens,'39009',2015,6,10475.00000,9481.49000,0.14391,4
OHIO,Athens,'39009',2015,7,38410.50000,34767.43000,0.52769,4
OHIO,Athens,'39009',2016,1,2311.00000,2028.84000,0.03065,1
OHIO,Athens,'39009',2016,5,21884.00000,19212.12000,0.29027,2
OHIO,Athens,'39009',2016,8,168.00000,147.49000,0.00223,1
OHIO,Auglaize,'39011',2010,3,28976.00000,28508.39000,0.62061,3
OHIO,Auglaize,'39011',2010,4,2604.00000,2561.98000,0.05577,1
OHIO,Auglaize,'39011',2010,5,196254.50000,193087.35000,4.20340,13
OHIO,Auglaize,'39011',2010,6,73146.50000,71966.06000,1.56666,13
OHIO,Auglaize,'39011',2010,7,13979.00000,13753.40000,0.29940,3
OHIO,Auglaize,'39011',2010,8,5047.00000,4965.55000,0.10810,1
OHIO,Auglaize,'39011',2010,10,5119.00000,5036.39000,0.10964,1
OHIO,Auglaize,'39011',2010,11,1438.00000,1414.79000,0.03080,1
OHIO,Auglaize,'39011',2011,4,13952.00000,13306.80000,0.29045,3
OHIO,Auglaize,'39011',2011,5,807316.60000,769983.35000,16.80636,12
OHIO,Auglaize,'39011',2011,6,700560.80000,668164.30000,14.58396,10
OHIO,Auglaize,'39011',2011,7,3174.00000,3027.22000,0.06607,2
OHIO,Auglaize,'39011',2011,8,13067.00000,12462.74000,0.27202,2
OHIO,Auglaize,'39011',2011,9,6733.00000,6421.64000,0.14016,2
OHIO,Auglaize,'39011',2011,10,41274.00000,39365.34000,0.85922,1
OHIO,Auglaize,'39011',2012,1,34098.00000,31861.82000,0.69467,4
OHIO,Auglaize,'39011',2012,2,1096.00000,1024.12000,0.02233,1
OHIO,Auglaize,'39011',2012,3,10667.00000,9967.45000,0.21732,2
OHIO,Auglaize,'39011',2012,4,1254.00000,1171.76000,0.02555,1
OHIO,Auglaize,'39011',2012,5,267454.00000,249914.10000,5.44879,6
OHIO,Auglaize,'39011',2012,6,8463.00000,7907.99000,0.17242,1
OHIO,Auglaize,'39011',2012,10,48046.00000,44895.09000,0.97883,5
OHIO,Auglaize,'39011',2012,11,30968.00000,28937.09000,0.63091,2
OHIO,Auglaize,'39011',2013,3,9066.00000,8349.15000,0.18199,2
OHIO,Auglaize,'39011',2013,4,3063.00000,2820.81000,0.06149,2
OHIO,Auglaize,'39011',2013,5,85372.00000,78621.60000,1.71378,5
OHIO,Auglaize,'39011',2013,6,41822.50000,38515.58000,0.83956,4
OHIO,Auglaize,'39011',2013,7,49394.00000,45488.40000,0.99155,3
OHIO,Auglaize,'39011',2013,8,27327.00000,25166.24000,0.54857,1
OHIO,Auglaize,'39011',2013,10,303925.00000,279893.54000,6.10109,7
OHIO,Auglaize,'39011',2013,11,866.00000,797.53000,0.01738,1
OHIO,Auglaize,'39011',2013,12,17294.00000,15926.56000,0.34717,1
OHIO,Auglaize,'39011',2014,4,473.00000,428.65000,0.00935,1
OHIO,Auglaize,'39011',2014,5,72071.50000,65313.28000,1.42478,8
OHIO,Auglaize,'39011',2014,6,80040.08000,72534.63000,1.58231,4
OHIO,Auglaize,'39011',2014,7,2040.00000,1848.71000,0.04033,1
OHIO,Auglaize,'39011',2014,9,29340.00000,26588.76000,0.58002,3
OHIO,Auglaize,'39011',2014,10,21019.00000,19048.02000,0.41552,1
OHIO,Auglaize,'39011',2014,11,8824.00000,7996.56000,0.17444,1
OHIO,Auglaize,'39011',2015,4,4693.00000,4247.89000,0.09260,1
OHIO,Auglaize,'39011',2015,5,331289.50000,299868.19000,6.53649,9
OHIO,Auglaize,'39011',2015,6,2403384.03000,2175433.82000,47.41987,18
OHIO,Auglaize,'39011',2015,7,898076.58000,812898.04000,17.71946,12
OHIO,Auglaize,'39011',2015,8,481812.90000,436115.11000,9.50639,4
OHIO,Auglaize,'39011',2015,9,27332.50000,24740.14000,0.53928,3
OHIO,Auglaize,'39011',2015,10,403842.50000,365539.86000,7.96800,9
OHIO,Auglaize,'39011',2015,11,38502.25000,34850.48000,0.75967,1
OHIO,Auglaize,'39011',2015,12,13623.00000,12330.92000,0.26879,3
OHIO,Auglaize,'39011',2016,5,19134.00000,16797.87000,0.36601,3
OHIO,Auglaize,'39011',2016,6,2244.00000,1970.03000,0.04293,2
OHIO,Brown,'39015',2010,3,4316.50000,4246.84000,0.09461,1
OHIO,Brown,'39015',2010,4,8771.00000,8629.45000,0.19225,4
OHIO,Brown,'39015',2010,5,105500.04000,103797.47000,2.31247,11
OHIO,Brown,'39015',2010,6,311361.25000,306336.51000,6.82477,22
OHIO,Brown,'39015',2010,7,73210.15000,72028.68000,1.60470,5
OHIO,Brown,'39015',2010,8,11979.60000,11786.27000,0.26258,1
OHIO,Brown,'39015',2010,10,64669.00000,63625.36000,1.41749,7
OHIO,Brown,'39015',2011,3,5573.00000,5315.29000,0.11897,2
OHIO,Brown,'39015',2011,4,41806.00000,39872.74000,0.89245,5
OHIO,Brown,'39015',2011,5,1070203.00000,1020712.90000,22.84598,13
OHIO,Brown,'39015',2011,6,257056.60000,245169.36000,5.48747,16
OHIO,Brown,'39015',2011,7,61929.10000,59065.27000,1.32202,7
OHIO,Brown,'39015',2011,8,17905.00000,17077.01000,0.38222,2
OHIO,Brown,'39015',2011,9,2291.10000,2185.15000,0.04891,1
OHIO,Brown,'39015',2011,11,6601.60000,6296.31000,0.14093,2
OHIO,Brown,'39015',2011,12,287.50000,274.20000,0.00614,1
OHIO,Brown,'39015',2012,4,36374.00000,33988.56000,0.76544,3
OHIO,Brown,'39015',2012,5,115645.00000,108060.89000,2.43358,4
OHIO,Brown,'39015',2012,6,7518.20000,7025.15000,0.15821,3
OHIO,Brown,'39015',2012,7,1430.00000,1336.22000,0.03009,1
OHIO,Brown,'39015',2012,8,16139.20000,15080.78000,0.33963,2
OHIO,Brown,'39015',2012,10,39309.00000,36731.08000,0.82720,2
OHIO,Brown,'39015',2013,1,6577.20000,6057.14000,0.13693,1
OHIO,Brown,'39015',2013,4,5425.00000,4996.04000,0.11294,1
OHIO,Brown,'39015',2013,5,76667.00000,70604.92000,1.59613,6
OHIO,Brown,'39015',2013,6,334250.20000,307820.91000,6.95876,12
OHIO,Brown,'39015',2013,7,180867.30000,166566.04000,3.76548,7
OHIO,Brown,'39015',2013,10,32693.00000,30107.95000,0.68064,1
OHIO,Brown,'39015',2013,11,1206.25000,1110.88000,0.02511,3
OHIO,Brown,'39015',2014,5,108622.00000,98436.39000,2.23131,8
OHIO,Brown,'39015',2014,6,151849.10000,137610.04000,3.11928,8
OHIO,Brown,'39015',2014,7,91932.90000,83312.24000,1.88848,5
OHIO,Brown,'39015',2014,8,35346.00000,32031.57000,0.72608,3
OHIO,Brown,'39015',2014,10,2618.00000,2372.51000,0.05378,1
OHIO,Brown,'39015',2015,2,3227.20000,2921.12000,0.06663,2
OHIO,Brown,'39015',2015,4,1344.00000,1216.53000,0.02775,1
OHIO,Brown,'39015',2015,5,2770.00000,2507.28000,0.05719,1
OHIO,Brown,'39015',2015,6,322238.35000,291675.48000,6.65333,14
OHIO,Brown,'39015',2015,7,523610.15000,473948.07000,10.81111,10
OHIO,Brown,'39015',2015,8,7266.10000,6576.94000,0.15002,2
OHIO,Brown,'39015',2015,9,56055.00000,50738.43000,1.15738,1
OHIO,Brown,'39015',2015,10,41575.00000,37631.80000,0.85841,2
OHIO,Brown,'39015',2015,11,1878.00000,1699.88000,0.03878,1
OHIO,Brown,'39015',2016,4,82448.00000,72381.68000,1.65410,5
OHIO,Brown,'39015',2016,5,74970.50000,65817.14000,1.50408,4
OHIO,Brown,'39015',2016,6,101233.00000,88873.18000,2.03097,10
OHIO,Brown,'39015',2016,7,88260.30000,77484.35000,1.77071,9
OHIO,Brown,'39015',2016,8,118355.30000,103904.97000,2.37448,6
OHIO,Brown,'39015',2016,10,17577.00000,15430.96000,0.35264,3
OHIO,Brown,'39015',2016,12,2688.50000,2360.25000,0.05394,1
OHIO,Butler,'39017',2010,2,7218.00000,7101.52000,0.01924,1
OHIO,Butler,'39017',2010,3,1022.00000,1005.51000,0.00272,1
OHIO,Butler,'39017',2010,4,7779.00000,7653.46000,0.02074,4
OHIO,Butler,'39017',2010,5,269648.00000,265296.42000,0.71885,14
OHIO,Butler,'39017',2010,6,59160.00000,58205.27000,0.15771,5
OHIO,Butler,'39017',2010,7,24109.00000,23719.94000,0.06427,7
OHIO,Butler,'39017',2010,8,82.80000,81.46000,0.00022,1
OHIO,Butler,'39017',2010,9,6111.00000,6012.37000,0.01629,4
OHIO,Butler,'39017',2010,10,73420.50000,72235.63000,0.19573,10
OHIO,Butler,'39017',2010,11,7356.00000,7237.29000,0.01961,2
OHIO,Butler,'39017',2011,4,39928.00000,38081.58000,0.10286,4
OHIO,Butler,'39017',2011,5,401002.72000,382458.89000,1.03309,12
OHIO,Butler,'39017',2011,6,121118.75000,115517.78000,0.31203,9
OHIO,Butler,'39017',2011,7,23000.00000,21936.39000,0.05925,2
OHIO,Butler,'39017',2011,8,14513.00000,13841.86000,0.03739,3
OHIO,Butler,'39017',2011,9,35563.00000,33918.44000,0.09162,2
OHIO,Butler,'39017',2011,11,14675.00000,13996.37000,0.03781,1
OHIO,Butler,'39017',2011,12,4638.00000,4423.52000,0.01195,2
OHIO,Butler,'39017',2012,4,6374.00000,5955.99000,0.01606,3
OHIO,Butler,'39017',2012,5,13371.05000,12494.16000,0.03369,4
OHIO,Butler,'39017',2012,6,4679.00000,4372.15000,0.01179,2
OHIO,Butler,'39017',2012,8,666.00000,622.32000,0.00168,1
OHIO,Butler,'39017',2012,10,10989.00000,10268.33000,0.02769,1
OHIO,Butler,'39017',2013,2,332.00000,305.75000,0.00082,1
OHIO,Butler,'39017',2013,4,2579.00000,2375.08000,0.00639,1
OHIO,Butler,'39017',2013,5,68916.50000,63467.25000,0.17084,4
OHIO,Butler,'39017',2013,6,274954.52000,253213.77000,0.68158,13
OHIO,Butler,'39017',2013,7,129790.80000,119528.20000,0.32174,7
OHIO,Butler,'39017',2013,8,23650.00000,21779.98000,0.05863,2
OHIO,Butler,'39017',2013,9,10845.00000,9987.48000,0.02688,1
OHIO,Butler,'39017',2013,10,21613.00000,19904.05000,0.05358,2
OHIO,Butler,'39017',2013,11,14509.00000,13361.76000,0.03597,2
OHIO,Butler,'39017',2013,12,1104.00000,1016.71000,0.00274,1
OHIO,Butler,'39017',2014,4,10419.50000,9442.45000,0.02524,1
OHIO,Butler,'39017',2014,5,64120.90000,58108.21000,0.15530,5
OHIO,Butler,'39017',2014,6,59052.00000,53514.63000,0.14303,5
OHIO,Butler,'39017',2014,10,29096.00000,26367.63000,0.07047,2
OHIO,Butler,'39017',2014,11,10447.00000,9467.37000,0.02530,1
OHIO,Butler,'39017',2015,5,27408.50000,24808.92000,0.06592,4
OHIO,Butler,'39017',2015,6,195633.55000,177078.58000,0.47051,7
OHIO,Butler,'39017',2015,7,55599.85000,50326.46000,0.13372,6
OHIO,Butler,'39017',2015,8,8941.00000,8092.99000,0.02150,3
OHIO,Butler,'39017',2015,9,13578.00000,12290.19000,0.03266,2
OHIO,Butler,'39017',2015,10,22045.00000,19954.13000,0.05302,2
OHIO,Butler,'39017',2015,11,1110.00000,1004.72000,0.00267,1
OHIO,Butler,'39017',2016,4,247.00000,216.84000,0.00057,1
OHIO,Butler,'39017',2016,5,9926.00000,8714.11000,0.02308,4
OHIO,Butler,'39017',2016,6,30706.00000,26957.01000,0.07140,4
OHIO,Butler,'39017',2016,7,18400.50000,16153.93000,0.04279,3
OHIO,Butler,'39017',2016,8,32612.00000,28630.32000,0.07583,4
