"","GHCND.ID","EVENTS.begin_date","EVENTS.ID","EVENTS.begin_time_UTC","EVENTS.end_date","EVENTS.end_time_UTC","EVENTS.state","EVENTS.fips","EVENTS.type","EVENTS.czfips","EVENTS.czname","EVENTS.WFO","EVENTS.flood_cause","EVENTS.hurricane_category","EVENTS.tornado_F_scale","EVENTS.begin_lat","EVENTS.begin_lon","EVENTS.end_lat","EVENTS.end_lon","EVENTS.damage_value","EVENTS.damage_magnitude","EVENTS.damage_unit","GHCND.name","GHCND.lat","GHCND.lon","GHCND.dist_from_event.km","MOS.ICAO","MOS.name","MOS.lat","MOS.lon","MOS.st","MOS.dist_from_event.km","GHCND.prcp_cat"
"34","US10hook001",2011-07-15,311056,"2300",2011-07-15,"2300","IOWA",19,"Heavy Rain",195,"WORTH","DMX","",NA,"",43.45,-93.38,43.45,-93.38,0,3,"USD","MULLEN 0.2 ENE",42.0437,-101.0391,0.418080290102564,"KAEL","ALBERT LEA",43.68,-93.37,"MN",25.6161854569664,0
"35","US10nuck011",2011-04-23,291596,"0010",2011-04-23,"0010","MISSOURI",29,"Heavy Rain",213,"TANEY","SGF","",NA,"",36.5333,-93.1999,36.5333,-93.1999,0,3,"USD","LAWRENCE 6.7 SSE",40.2049,-98.2053,1.19215745831376,"KHRO","HARRISON",36.27,-93.15,"AR",29.6494562235065,0
"36","US10phel003",2011-07-05,333180,"1200",2011-07-06,"1200","NEBRASKA",31,"Heavy Rain",143,"POLK","GID","",NA,"",41.2111,-97.4656,41.2111,-97.4656,0,3,"USD","FUNK 12.5 N",40.6426,-99.275,2.73079138519717,"KOLU","COLUMBUS",41.45,-97.35,"NE",28.295381907087,0
"37","US10phel011",2011-07-05,333179,"1200",2011-07-06,"1200","NEBRASKA",31,"Heavy Rain",185,"YORK","GID","",NA,"",40.9416,-97.4852,40.9416,-97.4852,0,3,"USD","BERTRAND 6.1 SE",40.4517,-99.5719,2.68090726809013,"KJYR","YORK MUNICIPAL ARPT",40.9,-97.62,"NE",12.2478785940245,0
"38","US10phel013",2011-07-05,333181,"1200",2011-07-06,"1200","NEBRASKA",31,"Heavy Rain",143,"POLK","GID","",NA,"",41.18,-97.55,41.18,-97.55,0,3,"USD","HOLDREGE 8.0 NNE",40.5503,-99.3229,1.20432647707197,"KJYR","YORK MUNICIPAL ARPT",40.9,-97.62,"NE",31.7187436441659,0
"39","US10phel014",2011-07-28,330680,"2000",2011-07-28,"2200","WISCONSIN",55,"Heavy Rain",11,"BUFFALO","ARX","",NA,"",44.0881,-91.6672,44.0881,-91.6672,0,3,"USD","LOOMIS 0.2 SW",40.4763,-99.5096,0.971099823258737,"KONA","WINONA_MUNI",44.08,-91.7,"MN",2.77345492398059,1
"40","US10polk013",2011-08-16,323534,"0900",2011-08-16,"1345","IOWA",19,"Heavy Rain",175,"UNION","DMX","",NA,"",41.06,-94.36,41.06,-94.36,0,3,"USD","OSCEOLA 6.9 N",41.2372,-97.5614,1.94038582916324,"KCSQ","CRESTON",41.02,-94.37,"IA",4.53124959254029,0
"41","US10polk014",2011-07-28,332713,"1050",2011-07-28,"1050","ILLINOIS",17,"Heavy Rain",177,"STEPHENSON","DVN","",NA,"",42.38,-89.83,42.38,-89.83,0,3,"USD","SHELBY 1.7 WNW",41.2071,-97.4514,1.26841366377014,"KFEP","ALBERTUS AIRPORT",42.25,-89.58,"IL",25.1578401373143,1
"42","US10sali002",2011-02-01,288346,"0045",2011-02-01,"0200","ALABAMA",1,"Heavy Rain",51,"ELMORE","BMX","",NA,"",32.6356,-86.3196,32.6356,-86.3196,0,3,"USD","MILFORD 5.9 SSE",40.6908,-97.0265,2.22972663118651,"KMXF","MAXWELL AFB",32.38,-86.37,"AL",28.8439689417851,2
"43","US10shem003",2011-07-23,314730,"1500",2011-07-23,"1500","MINNESOTA",27,"Heavy Rain",131,"RICE","MPX","",NA,"",44.45,-93.17,44.4589,-93.1541,0,3,"USD","ROCKVILLE 2.2 NW",41.1426,-98.8593,1.51701459309064,"KSYN","STANTON AIRFIELD",44.48,-93.02,"MN",12.3760429874561,0
"44","US10thay018",2011-04-23,294408,"0935",2011-04-23,"1035","OHIO",39,"Heavy Rain",71,"HIGHLAND","ILN","",NA,"",39.07,-83.85,39.07,-83.85,1,3,"USD","HEBRON 0.6 ENE",40.171,-97.5764,0.325465863571832,"KILN","WILMINGTON",39.42,-83.78,"OH",39.4264097075736,0
"45","US10webs002",2011-09-25,345425,"0600",2011-09-25,"0100","KENTUCKY",21,"Heavy Rain",145,"MCCRACKEN","PAH","",NA,"",37.07,-88.77,37.07,-88.77,0,3,"USD","BLADEN 1.7 ESE",40.3067,-98.5694,1.68481168875146,"KPAH","PADUCAH",37.07,-88.77,"KY",0,0
"46","US10webs013",2011-02-24,278897,"2245",2011-02-24,"2330","ILLINOIS",17,"Heavy Rain",127,"MASSAC","PAH","",NA,"",37.15,-88.73,37.2503,-88.7517,50,3,"USD","RED CLOUD 4.3 E",40.0891,-98.4366,1.93283149395158,"KM30","METROPOLIS MUNI ARP",37.19,-88.75,"IL",4.7931872222039,0
"47","US10webs013",2011-04-19,294005,"2146",2011-04-19,"2246","OHIO",39,"Heavy Rain",129,"PICKAWAY","ILN","",NA,"",39.72,-82.95,39.72,-82.95,1,3,"USD","RED CLOUD 4.3 E",40.0891,-98.4366,1.93283149395158,"KLCK","RICKENBACKER AFB",39.82,-82.93,"OH",11.2627104199963,2
"48","US10webs013",2011-05-19,318187,"1200",2011-05-20,"1200","KANSAS",20,"Heavy Rain",123,"MITCHELL","GID","",NA,"",39.4685,-97.983,39.4685,-97.983,0,3,"USD","RED CLOUD 4.3 E",40.0891,-98.4366,1.93283149395158,"KCNK","CONCORDIA",39.55,-97.65,"KS",30.004346179432,4
"49","US10webs019",2011-06-25,318757,"0129",2011-06-25,"0129","NORTH DAKOTA",38,"Heavy Rain",79,"ROLETTE","BIS","",NA,"",48.81,-100.06,48.81,-100.06,0,3,"USD","BLUE HILL 5.0 SW",40.2799,-98.5158,1.44912354009397,"KMIB","MINOT AFB",48.42,-101.35,"ND",104.391529542869,1
"50","US10york032",2011-05-19,306398,"1200",2011-05-20,"1200","NEBRASKA",31,"Heavy Rain",129,"NUCKOLLS","GID","",NA,"",40.2868,-98.07,40.2868,-98.07,0,3,"USD","YORK 6.9 NE",40.9538,-97.5226,3.4215151800678,"KHJH","HEBRON MUNI ARPT",40.15,-97.59,"NE",43.5503292862948,2
"51","US1ALDK0008",2011-08-01,318308,"1800",2011-08-01,"1800","MINNESOTA",27,"Heavy Rain",85,"MCLEOD","MPX","",NA,"",44.97,-94.05,44.97,-94.05,0,3,"USD","SYLVANIA 3.4 ESE",34.5346,-85.7563,5.67147837511563,"KGYL","GLENCOE",44.76,-94.08,"MN",23.496619894412,0
"52","US1ALFY0002",2011-07-18,331359,"0000",2011-07-18,"0030","COLORADO",8,"Heavy Rain",45,"GARFIELD","GJT","",NA,"",39.4604,-107.2982,39.4614,-107.2995,0,3,"USD","FAYETTE 1.0 S",33.6802,-87.832,1.10531085534823,"KRIL","RIFLE/GARFIELD RGNL",39.53,-107.72,"CO",37.0528546111148,0
"53","US1ALMC0001",2011-08-23,339673,"1751",2011-08-23,"1751","IOWA",19,"Heavy Rain",45,"CLINTON","DVN","",NA,"",41.79,-90.26,41.79,-90.26,0,3,"USD","TUSKEGEE 8.9 E",32.42,-85.56,24.4792654065817,"KCWI","CLINTON",41.83,-90.33,"IA",7.31856737240389,0
"54","US1AZMR0271",2011-07-31,322023,"0300",2011-07-31,"0530","ARIZONA",4,"Heavy Rain",13,"MARICOPA","PSR","",NA,"",33.62,-112.12,33.25,-111.64,0,3,"USD","PEORIA 7.5 ENE",33.631,-112.1142,1.3358403679875,"KDVT","DEER VLY/PHOENIX",33.69,-112.07,"AZ",9.06565917655813,2
"55","US1AZPN0025",2011-11-21,348835,"0600",2011-11-21,"0559","ARKANSAS",5,"Heavy Rain",119,"PULASKI","LZK","",NA,"",34.73,-92.23,34.73,-92.23,0,3,"USD","FLORENCE 9.1 NW",33.108,-111.5072,2.11089070582142,"KLIT","LITTLE ROCK",34.73,-92.23,"AR",0,2
"56","US1CASF0003",2011-11-21,348837,"0600",2011-11-21,"0559","ARKANSAS",5,"Heavy Rain",115,"POPE","LZK","",NA,"",35.27,-93.1,35.27,-93.1,0,3,"USD","SAN FRANCISCO 2.8 WNW",37.7834,-122.4701,3.8581109481977,"KRUE","RUSSELLVILLE",35.25,-93.1,"AR",2.22638981586533,3
"57","US1CASN0045",2011-11-01,351639,"2039",2011-11-01,"2155","HAWAII",15,"Heavy Rain",3,"HONOLULU","HFO","",NA,"",21.3164,-157.8557,21.3189,-158.0699,0,3,"USD","MONTE RIO 1.6 W",38.4636,-123.0416,2.60048214084852,"PHNL","HONOLULU",21.35,-157.93,"HI",8.56425809955495,0
"58","US1COEG0006",2011-09-17,336530,"2347",2011-09-17,"2347","MISSOURI",29,"Heavy Rain",9,"BARRY","SGF","",NA,"",36.75,-93.96,36.75,-93.96,0,3,"USD","BASALT 5.8 E",39.3793,-106.9249,4.80512538179106,"KROG","ROGERS",36.37,-94.1,"AR",44.1147615466128,1
"59","US1COGF0050",2011-11-27,350666,"1300",2011-11-28,"1300","ALABAMA",1,"Heavy Rain",49,"DEKALB","HUN","",NA,"",34.57,-85.58,34.57,-85.58,0,3,"USD","CARBONDALE 5.0 E",39.4014,-107.1208,3.81194009482817,"K4A9","ISBELL FIELD ARPT",34.47,-85.72,"AL",16.9942273882312,0
"60","US1FLFR0001",2011-08-29,342271,"1200",2011-08-30,"1200","NEBRASKA",31,"Heavy Rain",83,"HARLAN","GID","",NA,"",40.1,-99.35,40.1,-99.35,0,3,"USD","CARRABELLE 0.4 NE",29.8529,-84.6658,1.02136804546905,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",38.9988314615151,0
"61","US1FLGF0002",2011-08-10,335033,"0845",2011-08-10,"0845","OKLAHOMA",40,"Heavy Rain",143,"TULSA","TSA","",NA,"",36.05,-95.8158,36.05,-95.8158,0,3,"USD","WEWAHITCHKA 1.6 SW",30.0989,-85.2171,0.984700503810239,"KRVS","TULSA",36.04,-95.99,"OK",15.7188486303167,3
"62","US1FLLE0006",2011-08-05,332297,"2035",2011-08-05,"2120","NORTH DAKOTA",38,"Heavy Rain",89,"STARK","BIS","",NA,"",46.89,-103.2,46.89,-103.2,0,3,"USD","BUCKINGHAM 1.7 SE",26.6586,-81.7138,8.71735549819575,"KDIK","DICKINSON",46.78,-102.8,"ND",32.830560696208,1
"63","US1FLLE0006",2011-08-05,332297,"2035",2011-08-05,"2120","NORTH DAKOTA",38,"Heavy Rain",89,"STARK","BIS","",NA,"",46.89,-103.2,46.89,-103.2,0,3,"USD","BUCKINGHAM 1.7 SE",26.6586,-81.7138,8.71735549819575,"KDIK","DICKINSON",46.78,-102.8,"ND",32.830560696208,1
"64","US1FLLE0006",2011-08-05,332296,"2035",2011-08-05,"2120","NORTH DAKOTA",38,"Heavy Rain",89,"STARK","BIS","",NA,"",46.89,-103.2,46.89,-103.2,0,3,"USD","BUCKINGHAM 1.7 SE",26.6586,-81.7138,8.41502624224073,"KDIK","DICKINSON",46.78,-102.8,"ND",32.830560696208,1
"65","US1FLLE0006",2011-08-05,332296,"2035",2011-08-05,"2120","NORTH DAKOTA",38,"Heavy Rain",89,"STARK","BIS","",NA,"",46.89,-103.2,46.89,-103.2,0,3,"USD","BUCKINGHAM 1.7 SE",26.6586,-81.7138,8.41502624224073,"KDIK","DICKINSON",46.78,-102.8,"ND",32.830560696208,1
"66","US1FLSW0001",2011-07-19,326684,"2230",2011-07-19,"2330","KENTUCKY",21,"Heavy Rain",129,"LEE","JKL","",NA,"",37.58,-83.72,37.58,-83.72,0,3,"USD","LIVE OAK 0.4 NE",30.2985,-82.9818,0,"KJKL","JACKSON",37.6,-83.32,"KY",35.3537985477608,0
"67","US1GACY0002",2011-04-25,300141,"2053",2011-04-25,"2139","ARKANSAS",5,"Heavy Rain",9,"BOONE","LZK","",NA,"",36.263,-93.155,36.263,-93.155,0,3,"USD","FORT GAINES 13.0 ENE",31.731,-84.9654,9.70805713444644,"KHRO","HARRISON",36.27,-93.15,"AR",0.899224180841773,0
"68","US1GAFT0024",2011-07-12,322110,"1840",2011-07-12,"1930","KENTUCKY",21,"Heavy Rain",59,"DAVIESS","PAH","",NA,"",37.68,-86.88,37.68,-86.88,0,3,"USD","ATLANTA 2.3 NE",33.7881,-84.3966,2.34311957862392,"KOWB","OWENSBORO",37.74,-87.17,"KY",26.3982750700303,0
"69","US1GATH0004",2011-08-08,335017,"2259",2011-08-08,"2259","ILLINOIS",17,"Heavy Rain",177,"STEPHENSON","DVN","",NA,"",42.38,-89.64,42.38,-89.64,0,3,"USD","THOMASVILLE 5.1 ESE",30.8176,-83.8965,1.79998491556577,"KFEP","ALBERTUS AIRPORT",42.25,-89.58,"IL",15.2911224250686,2
"70","US1GATH0005",2011-08-08,335018,"2327",2011-08-08,"2327","ILLINOIS",17,"Heavy Rain",177,"STEPHENSON","DVN","",NA,"",42.33,-89.58,42.33,-89.58,0,3,"USD","BOSTON 3.4 NNW",30.8403,-83.8033,0.550217967578294,"KFEP","ALBERTUS AIRPORT",42.25,-89.58,"IL",8.90555926346204,2
"71","US1HIHI0006",2011-07-24,316710,"2215",2011-07-24,"2215","WYOMING",56,"Heavy Rain",21,"LARAMIE","CYS","",NA,"",41.42,-104.33,41.42,-104.33,0,3,"USD","KALAOA 1.7 E",19.7238,-155.9926,5.57069620843468,"KCYS","CHEYENNE",41.15,-104.82,"WY",50.827198652263,0
"72","US1HIHN0008",2011-11-03,351645,"2357",2011-11-03,"0259","HAWAII",15,"Heavy Rain",1,"HAWAII","HFO","",NA,"",19.8818,-155.1256,19.5599,-155.094,0,3,"USD","LAIE 0.3 WNW",21.6506,-157.9303,1.58759332685964,"PHTO","HILO/GEN.LYMAN FL",19.72,-155.07,"HI",18.9295032908922,3
"73","US1IABC0002",2011-10-07,344979,"1200",2011-10-08,"1200","NEBRASKA",31,"Heavy Rain",137,"PHELPS","GID","",NA,"",40.4686,-99.5493,40.4686,-99.5493,0,3,"USD","QUASQUETON 0.4 WSW",42.3944,-91.7637,13.3457733557942,"KHDE","BREWSTER FIELD",40.45,-99.33,"NE",18.6896074470561,0
"74","US1IACK0001",2011-06-20,317136,"0600",2011-06-20,"1000","KENTUCKY",21,"Heavy Rain",121,"KNOX","JKL","",NA,"",36.77,-83.92,36.77,-83.92,0,3,"USD","CLEGHORN 4.4 N",42.8747,-95.7182,5.53619827388196,"K1A6","MIDDLESBORO/BELL CO",36.61,-83.74,"KY",23.9876140972333,4
"75","US1IACR0005",2011-04-04,293891,"1658",2011-04-04,"2000","INDIANA",18,"Heavy Rain",177,"WAYNE","ILN","",NA,"",39.82,-85,39.7576,-84.9,1,3,"USD","MANNING 3.3 E",41.9024,-95.0006,4.98779669305579,"KMIE","MUNCIE",40.23,-85.38,"IN",55.9677037589195,0
"76","US1IADK0006",2011-06-02,314794,"2350",2011-06-02,"0000","WASHINGTON",53,"Heavy Rain",65,"STEVENS","OTX","",NA,"",47.8,-117.59,47.8,-117.59,0,3,"USD","LAKE PARK 0.2 N",43.4516,-95.3251,8.46977873745483,"KSKA","FAIRCHILD AFB",47.63,-117.65,"WA",19.450564189003,0
"77","US1ILCR0004",2011-07-24,323076,"1200",2011-07-24,"1730","MISSISSIPPI",28,"Heavy Rain",75,"LAUDERDALE","JAN","",NA,"",32.48,-88.81,32.48,-88.81,0,3,"USD","CHADWICK 2.7 WSW",42.0038,-89.9389,0.40731908059257,"KMEI","MERIDIAN",32.33,-88.75,"MS",17.624415638688,5
