"year","period","periodName","value","seriesID"
"2012","M12","December","9.4","LAUCN050630000000003"
"2012","M11","November","8.9","LAUCN050630000000003"
"2012","M10","October","9.0","LAUCN050630000000003"
"2012","M09","September","9.4","LAUCN050630000000003"
"2012","M08","August","9.6","LAUCN050630000000003"
"2012","M07","July","9.8","LAUCN050630000000003"
"2012","M06","June","9.3","LAUCN050630000000003"
"2012","M05","May","9.0","LAUCN050630000000003"
"2012","M04","April","8.3","LAUCN050630000000003"
"2012","M03","March","8.6","LAUCN050630000000003"
"2012","M02","February","9.6","LAUCN050630000000003"
"2012","M01","January","9.8","LAUCN050630000000003"
"2011","M12","December","9.1","LAUCN050630000000003"
"2011","M11","November","8.4","LAUCN050630000000003"
"2011","M10","October","8.5","LAUCN050630000000003"
"2011","M09","September","9.2","LAUCN050630000000003"
"2011","M08","August","10.1","LAUCN050630000000003"
"2011","M07","July","10.6","LAUCN050630000000003"
"2011","M06","June","9.6","LAUCN050630000000003"
"2011","M05","May","9.3","LAUCN050630000000003"
"2011","M04","April","8.6","LAUCN050630000000003"
"2011","M03","March","9.1","LAUCN050630000000003"
"2011","M02","February","9.6","LAUCN050630000000003"
"2011","M01","January","10.0","LAUCN050630000000003"
"2010","M12","December","8.5","LAUCN050630000000003"
"2010","M11","November","8.0","LAUCN050630000000003"
"2010","M10","October","7.8","LAUCN050630000000003"
"2010","M09","September","8.4","LAUCN050630000000003"
"2010","M08","August","8.8","LAUCN050630000000003"
"2010","M07","July","9.2","LAUCN050630000000003"
"2010","M06","June","8.8","LAUCN050630000000003"
"2010","M05","May","8.8","LAUCN050630000000003"
"2010","M04","April","8.4","LAUCN050630000000003"
"2010","M03","March","8.8","LAUCN050630000000003"
"2010","M02","February","9.8","LAUCN050630000000003"
"2010","M01","January","10.1","LAUCN050630000000003"
"2016","M12","December","4.2","LAUCN050750000000003"
"2016","M11","November","3.6","LAUCN050750000000003"
"2016","M10","October","3.5","LAUCN050750000000003"
"2016","M09","September","4.1","LAUCN050750000000003"
"2016","M08","August","4.6","LAUCN050750000000003"
"2016","M07","July","5.3","LAUCN050750000000003"
"2016","M06","June","4.8","LAUCN050750000000003"
"2016","M05","May","4.0","LAUCN050750000000003"
"2016","M04","April","3.8","LAUCN050750000000003"
"2016","M03","March","4.2","LAUCN050750000000003"
"2016","M02","February","5.1","LAUCN050750000000003"
"2016","M01","January","5.4","LAUCN050750000000003"
"2015","M12","December","4.7","LAUCN050750000000003"
"2015","M11","November","4.4","LAUCN050750000000003"
"2015","M10","October","4.4","LAUCN050750000000003"
"2015","M09","September","5.0","LAUCN050750000000003"
"2015","M08","August","5.8","LAUCN050750000000003"
"2015","M07","July","6.8","LAUCN050750000000003"
"2015","M06","June","6.4","LAUCN050750000000003"
"2015","M05","May","6.3","LAUCN050750000000003"
"2015","M04","April","6.0","LAUCN050750000000003"
"2015","M03","March","6.8","LAUCN050750000000003"
"2015","M02","February","7.6","LAUCN050750000000003"
"2015","M01","January","8.2","LAUCN050750000000003"
"2014","M12","December","6.7","LAUCN050750000000003"
"2014","M11","November","6.0","LAUCN050750000000003"
"2014","M10","October","5.7","LAUCN050750000000003"
"2014","M09","September","6.5","LAUCN050750000000003"
"2014","M08","August","7.2","LAUCN050750000000003"
"2014","M07","July","8.3","LAUCN050750000000003"
"2014","M06","June","7.3","LAUCN050750000000003"
"2014","M05","May","6.9","LAUCN050750000000003"
"2014","M04","April","6.7","LAUCN050750000000003"
"2014","M03","March","7.8","LAUCN050750000000003"
"2014","M02","February","9.2","LAUCN050750000000003"
"2014","M01","January","9.2","LAUCN050750000000003"
"2013","M12","December","8.3","LAUCN050750000000003"
"2013","M11","November","7.6","LAUCN050750000000003"
"2013","M10","October","7.7","LAUCN050750000000003"
"2013","M09","September","8.2","LAUCN050750000000003"
"2013","M08","August","8.8","LAUCN050750000000003"
"2013","M07","July","10.4","LAUCN050750000000003"
"2013","M06","June","9.6","LAUCN050750000000003"
"2013","M05","May","9.1","LAUCN050750000000003"
"2013","M04","April","8.5","LAUCN050750000000003"
"2013","M03","March","9.2","LAUCN050750000000003"
"2013","M02","February","10.0","LAUCN050750000000003"
"2013","M01","January","10.4","LAUCN050750000000003"
"2012","M12","December","8.9","LAUCN050750000000003"
"2012","M11","November","8.0","LAUCN050750000000003"
"2012","M10","October","7.9","LAUCN050750000000003"
"2012","M09","September","8.5","LAUCN050750000000003"
"2012","M08","August","9.1","LAUCN050750000000003"
"2012","M07","July","10.3","LAUCN050750000000003"
"2012","M06","June","9.6","LAUCN050750000000003"
"2012","M05","May","9.0","LAUCN050750000000003"
"2012","M04","April","8.4","LAUCN050750000000003"
"2012","M03","March","9.0","LAUCN050750000000003"
"2012","M02","February","10.1","LAUCN050750000000003"
"2012","M01","January","10.4","LAUCN050750000000003"
"2011","M12","December","9.3","LAUCN050750000000003"
"2011","M11","November","8.5","LAUCN050750000000003"
"2011","M10","October","8.3","LAUCN050750000000003"
"2011","M09","September","9.2","LAUCN050750000000003"
"2011","M08","August","9.7","LAUCN050750000000003"
"2011","M07","July","11.1","LAUCN050750000000003"
"2011","M06","June","10.4","LAUCN050750000000003"
"2011","M05","May","10.1","LAUCN050750000000003"
"2011","M04","April","9.5","LAUCN050750000000003"
"2011","M03","March","10.2","LAUCN050750000000003"
"2011","M02","February","11.2","LAUCN050750000000003"
"2011","M01","January","11.3","LAUCN050750000000003"
"2010","M12","December","9.6","LAUCN050750000000003"
"2010","M11","November","9.2","LAUCN050750000000003"
"2010","M10","October","8.6","LAUCN050750000000003"
"2010","M09","September","9.1","LAUCN050750000000003"
"2010","M08","August","9.9","LAUCN050750000000003"
"2010","M07","July","10.3","LAUCN050750000000003"
"2010","M06","June","9.3","LAUCN050750000000003"
"2010","M05","May","8.9","LAUCN050750000000003"
"2010","M04","April","8.6","LAUCN050750000000003"
"2010","M03","March","9.4","LAUCN050750000000003"
"2010","M02","February","10.5","LAUCN050750000000003"
"2010","M01","January","10.7","LAUCN050750000000003"
"2016","M12","December","10.7","LAUCN040010000000003"
"2016","M11","November","10.5","LAUCN040010000000003"
"2016","M10","October","11.1","LAUCN040010000000003"
"2016","M09","September","11.0","LAUCN040010000000003"
"2016","M08","August","11.8","LAUCN040010000000003"
"2016","M07","July","12.4","LAUCN040010000000003"
"2016","M06","June","11.7","LAUCN040010000000003"
"2016","M05","May","10.2","LAUCN040010000000003"
"2016","M04","April","10.7","LAUCN040010000000003"
"2016","M03","March","11.4","LAUCN040010000000003"
"2016","M02","February","11.8","LAUCN040010000000003"
"2016","M01","January","12.5","LAUCN040010000000003"
"2015","M12","December","12.4","LAUCN040010000000003"
"2015","M11","November","12.1","LAUCN040010000000003"
"2015","M10","October","12.2","LAUCN040010000000003"
"2015","M09","September","12.4","LAUCN040010000000003"
"2015","M08","August","13.1","LAUCN040010000000003"
"2015","M07","July","14.6","LAUCN040010000000003"
"2015","M06","June","13.7","LAUCN040010000000003"
"2015","M05","May","13.1","LAUCN040010000000003"
"2015","M04","April","12.8","LAUCN040010000000003"
"2015","M03","March","13.5","LAUCN040010000000003"
"2015","M02","February","14.1","LAUCN040010000000003"
"2015","M01","January","14.7","LAUCN040010000000003"
"2014","M12","December","14.2","LAUCN040010000000003"
"2014","M11","November","13.9","LAUCN040010000000003"
"2014","M10","October","14.3","LAUCN040010000000003"
"2014","M09","September","14.7","LAUCN040010000000003"
"2014","M08","August","15.5","LAUCN040010000000003"
"2014","M07","July","16.8","LAUCN040010000000003"
"2014","M06","June","16.1","LAUCN040010000000003"
"2014","M05","May","15.4","LAUCN040010000000003"
"2014","M04","April","15.2","LAUCN040010000000003"
"2014","M03","March","16.6","LAUCN040010000000003"
"2014","M02","February","17.1","LAUCN040010000000003"
"2014","M01","January","17.8","LAUCN040010000000003"
"2013","M12","December","17.8","LAUCN040010000000003"
"2013","M11","November","18.2","LAUCN040010000000003"
"2013","M10","October","18.7","LAUCN040010000000003"
"2013","M09","September","17.7","LAUCN040010000000003"
"2013","M08","August","18.2","LAUCN040010000000003"
"2013","M07","July","19.8","LAUCN040010000000003"
"2013","M06","June","19.2","LAUCN040010000000003"
"2013","M05","May","17.7","LAUCN040010000000003"
"2013","M04","April","17.8","LAUCN040010000000003"
"2013","M03","March","18.1","LAUCN040010000000003"
"2013","M02","February","18.4","LAUCN040010000000003"
"2013","M01","January","19.1","LAUCN040010000000003"
"2012","M12","December","18.3","LAUCN040010000000003"
"2012","M11","November","17.9","LAUCN040010000000003"
"2012","M10","October","18.4","LAUCN040010000000003"
"2012","M09","September","18.1","LAUCN040010000000003"
"2012","M08","August","19.6","LAUCN040010000000003"
"2012","M07","July","21.0","LAUCN040010000000003"
"2012","M06","June","20.0","LAUCN040010000000003"
"2012","M05","May","18.7","LAUCN040010000000003"
"2012","M04","April","18.5","LAUCN040010000000003"
"2012","M03","March","18.6","LAUCN040010000000003"
"2012","M02","February","18.9","LAUCN040010000000003"
"2012","M01","January","19.4","LAUCN040010000000003"
"2011","M12","December","18.5","LAUCN040010000000003"
"2011","M11","November","18.0","LAUCN040010000000003"
"2011","M10","October","18.9","LAUCN040010000000003"
"2011","M09","September","19.2","LAUCN040010000000003"
"2011","M08","August","19.5","LAUCN040010000000003"
"2011","M07","July","20.7","LAUCN040010000000003"
"2011","M06","June","20.0","LAUCN040010000000003"
"2011","M05","May","16.9","LAUCN040010000000003"
"2011","M04","April","17.5","LAUCN040010000000003"
"2011","M03","March","17.2","LAUCN040010000000003"
"2011","M02","February","17.3","LAUCN040010000000003"
"2011","M01","January","17.5","LAUCN040010000000003"
"2010","M12","December","15.5","LAUCN040010000000003"
"2010","M11","November","15.7","LAUCN040010000000003"
"2010","M10","October","15.6","LAUCN040010000000003"
"2010","M09","September","15.5","LAUCN040010000000003"
"2010","M08","August","16.7","LAUCN040010000000003"
"2010","M07","July","17.3","LAUCN040010000000003"
"2010","M06","June","16.5","LAUCN040010000000003"
"2010","M05","May","15.3","LAUCN040010000000003"
"2010","M04","April","15.8","LAUCN040010000000003"
"2010","M03","March","17.0","LAUCN040010000000003"
"2010","M02","February","18.0","LAUCN040010000000003"
"2010","M01","January","18.0","LAUCN040010000000003"
"2016","M12","December","6.0","LAUCN040050000000003"
"2016","M11","November","5.5","LAUCN040050000000003"
"2016","M10","October","5.6","LAUCN040050000000003"
"2016","M09","September","5.6","LAUCN040050000000003"
"2016","M08","August","6.2","LAUCN040050000000003"
"2016","M07","July","6.4","LAUCN040050000000003"
"2016","M06","June","6.2","LAUCN040050000000003"
"2016","M05","May","5.3","LAUCN040050000000003"
"2016","M04","April","5.5","LAUCN040050000000003"
"2016","M03","March","5.9","LAUCN040050000000003"
"2016","M02","February","6.2","LAUCN040050000000003"
"2016","M01","January","6.9","LAUCN040050000000003"
"2015","M12","December","6.5","LAUCN040050000000003"
"2015","M11","November","6.2","LAUCN040050000000003"
"2015","M10","October","6.1","LAUCN040050000000003"
"2015","M09","September","6.1","LAUCN040050000000003"
"2015","M08","August","6.7","LAUCN040050000000003"
"2015","M07","July","6.9","LAUCN040050000000003"
"2015","M06","June","6.6","LAUCN040050000000003"
"2015","M05","May","6.0","LAUCN040050000000003"
"2015","M04","April","5.8","LAUCN040050000000003"
"2015","M03","March","6.4","LAUCN040050000000003"
"2015","M02","February","6.7","LAUCN040050000000003"
"2015","M01","January","7.4","LAUCN040050000000003"
"2014","M12","December","7.0","LAUCN040050000000003"
"2014","M11","November","6.6","LAUCN040050000000003"
"2014","M10","October","6.4","LAUCN040050000000003"
"2014","M09","September","6.6","LAUCN040050000000003"
"2014","M08","August","7.1","LAUCN040050000000003"
"2014","M07","July","7.5","LAUCN040050000000003"
"2014","M06","June","7.2","LAUCN040050000000003"
"2014","M05","May","6.6","LAUCN040050000000003"
"2014","M04","April","6.5","LAUCN040050000000003"
"2014","M03","March","7.6","LAUCN040050000000003"
"2014","M02","February","7.8","LAUCN040050000000003"
"2014","M01","January","8.1","LAUCN040050000000003"
"2013","M12","December","7.8","LAUCN040050000000003"
"2013","M11","November","7.9","LAUCN040050000000003"
"2013","M10","October","8.1","LAUCN040050000000003"
"2013","M09","September","7.8","LAUCN040050000000003"
"2013","M08","August","8.2","LAUCN040050000000003"
"2013","M07","July","8.4","LAUCN040050000000003"
"2013","M06","June","8.2","LAUCN040050000000003"
"2013","M05","May","7.7","LAUCN040050000000003"
"2013","M04","April","7.7","LAUCN040050000000003"
"2013","M03","March","8.3","LAUCN040050000000003"
"2013","M02","February","8.4","LAUCN040050000000003"
"2013","M01","January","9.0","LAUCN040050000000003"
"2012","M12","December","8.5","LAUCN040050000000003"
"2012","M11","November","8.0","LAUCN040050000000003"
"2012","M10","October","7.8","LAUCN040050000000003"
"2012","M09","September","7.9","LAUCN040050000000003"
"2012","M08","August","8.6","LAUCN040050000000003"
"2012","M07","July","9.2","LAUCN040050000000003"
"2012","M06","June","8.8","LAUCN040050000000003"
"2012","M05","May","8.2","LAUCN040050000000003"
"2012","M04","April","8.2","LAUCN040050000000003"
"2012","M03","March","9.0","LAUCN040050000000003"
"2012","M02","February","9.3","LAUCN040050000000003"
"2012","M01","January","9.8","LAUCN040050000000003"
"2011","M12","December","9.2","LAUCN040050000000003"
"2011","M11","November","8.7","LAUCN040050000000003"
"2011","M10","October","8.8","LAUCN040050000000003"
"2011","M09","September","9.0","LAUCN040050000000003"
"2011","M08","August","9.6","LAUCN040050000000003"
"2011","M07","July","10.1","LAUCN040050000000003"
"2011","M06","June","10.4","LAUCN040050000000003"
"2011","M05","May","8.8","LAUCN040050000000003"
"2011","M04","April","9.3","LAUCN040050000000003"
"2011","M03","March","9.7","LAUCN040050000000003"
"2011","M02","February","10.1","LAUCN040050000000003"
"2011","M01","January","10.7","LAUCN040050000000003"
"2010","M12","December","9.5","LAUCN040050000000003"
"2010","M11","November","9.3","LAUCN040050000000003"
"2010","M10","October","8.6","LAUCN040050000000003"
"2010","M09","September","8.9","LAUCN040050000000003"
"2010","M08","August","9.5","LAUCN040050000000003"
"2010","M07","July","9.7","LAUCN040050000000003"
"2010","M06","June","10.2","LAUCN040050000000003"
"2010","M05","May","9.5","LAUCN040050000000003"
"2010","M04","April","9.9","LAUCN040050000000003"
"2010","M03","March","10.8","LAUCN040050000000003"
"2010","M02","February","11.2","LAUCN040050000000003"
"2010","M01","January","11.5","LAUCN040050000000003"
"2016","M12","December","6.5","LAUCN040070000000003"
"2016","M11","November","6.6","LAUCN040070000000003"
"2016","M10","October","6.9","LAUCN040070000000003"
"2016","M09","September","6.9","LAUCN040070000000003"
"2016","M08","August","7.3","LAUCN040070000000003"
"2016","M07","July","7.4","LAUCN040070000000003"
"2016","M06","June","7.4","LAUCN040070000000003"
"2016","M05","May","6.6","LAUCN040070000000003"
"2016","M04","April","7.1","LAUCN040070000000003"
"2016","M03","March","7.5","LAUCN040070000000003"
"2016","M02","February","7.7","LAUCN040070000000003"
"2016","M01","January","8.1","LAUCN040070000000003"
"2015","M12","December","7.6","LAUCN040070000000003"
"2015","M11","November","7.6","LAUCN040070000000003"
"2015","M10","October","7.7","LAUCN040070000000003"
"2015","M09","September","7.7","LAUCN040070000000003"
"2015","M08","August","8.0","LAUCN040070000000003"
"2015","M07","July","8.1","LAUCN040070000000003"
"2015","M06","June","7.7","LAUCN040070000000003"
"2015","M05","May","7.5","LAUCN040070000000003"
"2015","M04","April","7.5","LAUCN040070000000003"
"2015","M03","March","7.9","LAUCN040070000000003"
"2015","M02","February","8.2","LAUCN040070000000003"
"2015","M01","January","8.7","LAUCN040070000000003"
"2014","M12","December","7.9","LAUCN040070000000003"
"2014","M11","November","7.8","LAUCN040070000000003"
"2014","M10","October","7.8","LAUCN040070000000003"
"2014","M09","September","8.0","LAUCN040070000000003"
"2014","M08","August","8.3","LAUCN040070000000003"
"2014","M07","July","8.4","LAUCN040070000000003"
"2014","M06","June","8.3","LAUCN040070000000003"
"2014","M05","May","8.0","LAUCN040070000000003"
"2014","M04","April","8.0","LAUCN040070000000003"
"2014","M03","March","8.7","LAUCN040070000000003"
"2014","M02","February","9.1","LAUCN040070000000003"
"2014","M01","January","9.4","LAUCN040070000000003"
"2013","M12","December","9.1","LAUCN040070000000003"
"2013","M11","November","9.2","LAUCN040070000000003"
"2013","M10","October","9.5","LAUCN040070000000003"
"2013","M09","September","9.4","LAUCN040070000000003"
"2013","M08","August","9.7","LAUCN040070000000003"
"2013","M07","July","9.6","LAUCN040070000000003"
"2013","M06","June","9.8","LAUCN040070000000003"
"2013","M05","May","9.3","LAUCN040070000000003"
"2013","M04","April","9.5","LAUCN040070000000003"
"2013","M03","March","9.9","LAUCN040070000000003"
"2013","M02","February","9.9","LAUCN040070000000003"
"2013","M01","January","10.6","LAUCN040070000000003"
"2012","M12","December","9.8","LAUCN040070000000003"
"2012","M11","November","9.5","LAUCN040070000000003"
"2012","M10","October","9.7","LAUCN040070000000003"
"2012","M09","September","9.7","LAUCN040070000000003"
"2012","M08","August","10.5","LAUCN040070000000003"
"2012","M07","July","10.6","LAUCN040070000000003"
"2012","M06","June","10.5","LAUCN040070000000003"
"2012","M05","May","10.0","LAUCN040070000000003"
"2012","M04","April","9.9","LAUCN040070000000003"
"2012","M03","March","10.3","LAUCN040070000000003"
"2012","M02","February","10.8","LAUCN040070000000003"
"2012","M01","January","11.2","LAUCN040070000000003"
"2011","M12","December","10.7","LAUCN040070000000003"
"2011","M11","November","10.6","LAUCN040070000000003"
"2011","M10","October","11.3","LAUCN040070000000003"
"2011","M09","September","11.5","LAUCN040070000000003"
"2011","M08","August","12.0","LAUCN040070000000003"
"2011","M07","July","12.2","LAUCN040070000000003"
"2011","M06","June","12.4","LAUCN040070000000003"
"2011","M05","May","10.8","LAUCN040070000000003"
"2011","M04","April","11.2","LAUCN040070000000003"
"2011","M03","March","11.7","LAUCN040070000000003"
"2011","M02","February","12.0","LAUCN040070000000003"
"2011","M01","January","12.5","LAUCN040070000000003"
"2010","M12","December","11.9","LAUCN040070000000003"
"2010","M11","November","12.0","LAUCN040070000000003"
"2010","M10","October","12.1","LAUCN040070000000003"
"2010","M09","September","12.1","LAUCN040070000000003"
"2010","M08","August","12.3","LAUCN040070000000003"
"2010","M07","July","12.2","LAUCN040070000000003"
"2010","M06","June","12.3","LAUCN040070000000003"
"2010","M05","May","11.9","LAUCN040070000000003"
"2010","M04","April","12.3","LAUCN040070000000003"
"2010","M03","March","13.3","LAUCN040070000000003"
"2010","M02","February","13.6","LAUCN040070000000003"
"2010","M01","January","14.3","LAUCN040070000000003"
"2016","M12","December","4.0","LAUCN040130000000003"
"2016","M11","November","4.1","LAUCN040130000000003"
"2016","M10","October","4.3","LAUCN040130000000003"
"2016","M09","September","4.6","LAUCN040130000000003"
"2016","M08","August","4.8","LAUCN040130000000003"
"2016","M07","July","4.8","LAUCN040130000000003"
"2016","M06","June","4.8","LAUCN040130000000003"
"2016","M05","May","4.3","LAUCN040130000000003"
"2016","M04","April","4.5","LAUCN040130000000003"
"2016","M03","March","4.6","LAUCN040130000000003"
"2016","M02","February","4.6","LAUCN040130000000003"
"2016","M01","January","4.8","LAUCN040130000000003"
"2015","M12","December","4.6","LAUCN040130000000003"
"2015","M11","November","4.8","LAUCN040130000000003"
"2015","M10","October","4.9","LAUCN040130000000003"
"2015","M09","September","5.1","LAUCN040130000000003"
"2015","M08","August","5.4","LAUCN040130000000003"
"2015","M07","July","5.4","LAUCN040130000000003"
"2015","M06","June","5.4","LAUCN040130000000003"
"2015","M05","May","4.9","LAUCN040130000000003"
"2015","M04","April","4.8","LAUCN040130000000003"
"2015","M03","March","5.1","LAUCN040130000000003"
"2015","M02","February","5.2","LAUCN040130000000003"
"2015","M01","January","5.6","LAUCN040130000000003"
"2014","M12","December","5.2","LAUCN040130000000003"
"2014","M11","November","5.4","LAUCN040130000000003"
"2014","M10","October","5.6","LAUCN040130000000003"
"2014","M09","September","5.8","LAUCN040130000000003"
"2014","M08","August","6.2","LAUCN040130000000003"
"2014","M07","July","6.2","LAUCN040130000000003"
"2014","M06","June","6.1","LAUCN040130000000003"
"2014","M05","May","5.6","LAUCN040130000000003"
"2014","M04","April","5.3","LAUCN040130000000003"
"2014","M03","March","5.9","LAUCN040130000000003"
"2014","M02","February","5.9","LAUCN040130000000003"
"2014","M01","January","6.1","LAUCN040130000000003"
"2013","M12","December","5.9","LAUCN040130000000003"
"2013","M11","November","6.0","LAUCN040130000000003"
"2013","M10","October","6.5","LAUCN040130000000003"
"2013","M09","September","6.7","LAUCN040130000000003"
"2013","M08","August","7.1","LAUCN040130000000003"
"2013","M07","July","7.0","LAUCN040130000000003"
"2013","M06","June","7.0","LAUCN040130000000003"
"2013","M05","May","6.4","LAUCN040130000000003"
"2013","M04","April","6.3","LAUCN040130000000003"
"2013","M03","March","6.5","LAUCN040130000000003"
"2013","M02","February","6.5","LAUCN040130000000003"
"2013","M01","January","7.0","LAUCN040130000000003"
"2012","M12","December","6.6","LAUCN040130000000003"
"2012","M11","November","6.5","LAUCN040130000000003"
"2012","M10","October","6.9","LAUCN040130000000003"
"2012","M09","September","7.1","LAUCN040130000000003"
"2012","M08","August","7.7","LAUCN040130000000003"
"2012","M07","July","7.9","LAUCN040130000000003"
"2012","M06","June","7.8","LAUCN040130000000003"
"2012","M05","May","7.2","LAUCN040130000000003"
"2012","M04","April","7.0","LAUCN040130000000003"
"2012","M03","March","7.3","LAUCN040130000000003"
"2012","M02","February","7.5","LAUCN040130000000003"
"2012","M01","January","7.9","LAUCN040130000000003"
"2011","M12","December","7.6","LAUCN040130000000003"
"2011","M11","November","7.6","LAUCN040130000000003"
"2011","M10","October","8.3","LAUCN040130000000003"
"2011","M09","September","8.7","LAUCN040130000000003"
"2011","M08","August","9.1","LAUCN040130000000003"
"2011","M07","July","9.3","LAUCN040130000000003"
"2011","M06","June","9.5","LAUCN040130000000003"
"2011","M05","May","8.1","LAUCN040130000000003"
"2011","M04","April","8.2","LAUCN040130000000003"
"2011","M03","March","8.5","LAUCN040130000000003"
"2011","M02","February","8.7","LAUCN040130000000003"
"2011","M01","January","9.1","LAUCN040130000000003"
"2010","M12","December","8.8","LAUCN040130000000003"
"2010","M11","November","9.1","LAUCN040130000000003"
"2010","M10","October","9.1","LAUCN040130000000003"
"2010","M09","September","9.5","LAUCN040130000000003"
"2010","M08","August","9.8","LAUCN040130000000003"
"2010","M07","July","9.8","LAUCN040130000000003"
"2010","M06","June","9.6","LAUCN040130000000003"
"2010","M05","May","9.2","LAUCN040130000000003"
"2010","M04","April","9.3","LAUCN040130000000003"
"2010","M03","March","9.7","LAUCN040130000000003"
"2010","M02","February","10.0","LAUCN040130000000003"
"2010","M01","January","10.3","LAUCN040130000000003"
"2016","M12","December","7.7","LAUCN040170000000003"
"2016","M11","November","7.3","LAUCN040170000000003"
"2016","M10","October","7.5","LAUCN040170000000003"
"2016","M09","September","7.5","LAUCN040170000000003"
"2016","M08","August","8.2","LAUCN040170000000003"
"2016","M07","July","8.9","LAUCN040170000000003"
"2016","M06","June","8.3","LAUCN040170000000003"
"2016","M05","May","7.4","LAUCN040170000000003"
"2016","M04","April","7.9","LAUCN040170000000003"
"2016","M03","March","8.4","LAUCN040170000000003"
"2016","M02","February","9.0","LAUCN040170000000003"
"2016","M01","January","9.7","LAUCN040170000000003"
"2015","M12","December","9.1","LAUCN040170000000003"
"2015","M11","November","8.7","LAUCN040170000000003"
"2015","M10","October","8.8","LAUCN040170000000003"
"2015","M09","September","9.0","LAUCN040170000000003"
"2015","M08","August","9.6","LAUCN040170000000003"
"2015","M07","July","10.4","LAUCN040170000000003"
"2015","M06","June","9.7","LAUCN040170000000003"
"2015","M05","May","9.2","LAUCN040170000000003"
"2015","M04","April","9.2","LAUCN040170000000003"
"2015","M03","March","9.9","LAUCN040170000000003"
"2015","M02","February","10.5","LAUCN040170000000003"
"2015","M01","January","11.2","LAUCN040170000000003"
"2014","M12","December","10.3","LAUCN040170000000003"
"2014","M11","November","9.8","LAUCN040170000000003"
"2014","M10","October","9.9","LAUCN040170000000003"
"2014","M09","September","10.3","LAUCN040170000000003"
"2014","M08","August","11.0","LAUCN040170000000003"
"2014","M07","July","11.8","LAUCN040170000000003"
"2014","M06","June","11.1","LAUCN040170000000003"
"2014","M05","May","10.7","LAUCN040170000000003"
"2014","M04","April","10.8","LAUCN040170000000003"
"2014","M03","March","11.8","LAUCN040170000000003"
"2014","M02","February","12.2","LAUCN040170000000003"
"2014","M01","January","12.9","LAUCN040170000000003"
"2013","M12","December","12.5","LAUCN040170000000003"
"2013","M11","November","12.7","LAUCN040170000000003"
"2013","M10","October","13.1","LAUCN040170000000003"
"2013","M09","September","12.8","LAUCN040170000000003"
"2013","M08","August","13.3","LAUCN040170000000003"
"2013","M07","July","14.4","LAUCN040170000000003"
"2013","M06","June","13.8","LAUCN040170000000003"
"2013","M05","May","13.1","LAUCN040170000000003"
"2013","M04","April","13.3","LAUCN040170000000003"
"2013","M03","March","13.7","LAUCN040170000000003"
"2013","M02","February","14.1","LAUCN040170000000003"
"2013","M01","January","14.5","LAUCN040170000000003"
"2012","M12","December","13.7","LAUCN040170000000003"
"2012","M11","November","13.1","LAUCN040170000000003"
"2012","M10","October","13.3","LAUCN040170000000003"
"2012","M09","September","13.3","LAUCN040170000000003"
"2012","M08","August","14.5","LAUCN040170000000003"
"2012","M07","July","15.2","LAUCN040170000000003"
